device_type,browser,operating_system,page_views,session_duration,age,abandoned_cart,user_category,marketing_target
0,3,1,5,293,58,1,1,1
0,0,3,6,201,58,1,1,1
2,3,0,10,77,58,1,1,1
1,1,2,9,118,58,1,1,1
2,0,2,9,44,58,1,1,1
0,1,3,8,279,58,1,1,1
2,0,3,4,223,58,1,1,1
1,0,3,3,43,58,1,1,1
0,2,1,10,296,42,0,2,2
1,3,3,9,141,42,0,2,2
2,0,2,6,235,42,0,2,2
0,0,0,10,244,42,0,2,2
0,2,2,10,79,42,0,2,2
1,3,3,5,210,42,0,2,2
1,3,1,9,276,42,0,2,2
2,1,3,3,51,42,0,2,2
2,0,4,7,145,42,0,2,2
1,1,3,6,39,69,1,2,3
2,1,1,9,204,69,1,2,3
1,3,4,10,187,69,1,2,3
2,2,4,7,288,69,1,2,3
1,3,0,3,73,69,1,2,3
1,0,3,5,279,69,1,2,3
0,0,2,10,292,69,1,2,3
2,3,1,8,264,69,1,2,3
1,0,4,4,269,69,1,2,3
1,3,0,4,275,69,1,2,3
1,2,4,5,100,69,1,2,3
1,3,4,9,30,61,1,2,1
2,1,3,9,285,61,1,2,1
2,2,3,3,226,61,1,2,1
0,1,3,7,292,61,1,2,1
0,1,3,6,62,61,1,2,1
1,0,4,9,20,61,1,2,1
0,1,4,4,197,61,1,2,1
2,0,0,7,32,61,1,2,1
0,0,4,9,248,61,1,2,1
0,1,2,6,153,61,1,2,1
1,3,1,5,124,60,0,1,1
0,3,0,10,198,60,0,1,1
1,3,2,4,30,60,0,1,1
1,2,1,4,119,60,0,1,1
2,2,3,9,91,60,0,1,1
0,0,2,9,262,60,0,1,1
2,2,0,9,221,60,0,1,1
0,1,4,4,39,60,0,1,1
1,3,2,5,52,60,0,1,1
2,2,0,3,24,60,0,1,1
2,2,1,3,242,60,0,1,1
1,2,2,10,267,43,0,1,1
2,1,4,8,60,43,0,1,1
1,0,3,4,276,43,0,1,1
2,1,0,9,260,43,0,1,1
1,0,2,9,287,43,0,1,1
0,0,2,5,87,45,0,2,1
1,1,4,4,229,45,0,2,1
2,3,2,5,20,45,0,2,1
2,2,2,9,167,45,0,2,1
2,3,0,9,129,45,0,2,1
1,1,4,5,54,45,0,2,1
1,0,4,10,38,45,0,2,1
0,0,0,8,197,45,0,2,1
1,2,1,9,88,45,0,2,1
2,3,1,7,160,45,0,2,1
1,3,0,7,151,45,0,2,1
2,1,3,10,189,45,0,2,1
2,2,0,3,209,45,0,2,1
2,2,0,4,24,64,1,0,1
0,0,2,4,24,64,1,0,1
1,1,1,7,236,64,1,0,1
1,0,1,10,261,64,1,0,1
1,2,1,6,208,64,1,0,1
0,3,4,3,29,64,1,0,1
0,2,0,4,21,64,1,0,1
2,1,2,9,151,64,1,0,1
1,1,3,7,242,64,1,0,1
0,2,1,10,93,64,1,0,1
0,2,3,6,68,27,1,2,1
1,3,4,9,39,27,1,2,1
0,1,0,3,202,27,1,2,1
2,0,2,8,181,27,1,2,1
2,0,4,7,157,27,1,2,1
1,3,2,7,28,27,1,2,1
1,1,3,7,182,27,1,2,1
0,1,4,9,279,27,1,2,1
2,3,0,9,27,27,1,2,1
0,0,1,4,205,27,1,2,1
1,0,2,10,80,27,1,2,1
2,2,0,6,140,27,1,2,1
1,0,4,3,268,27,1,2,1
0,1,4,8,81,27,1,2,1
2,0,0,4,94,29,0,1,1
0,3,3,10,86,29,0,1,1
2,3,2,8,141,29,0,1,1
0,2,4,8,189,29,0,1,1
1,3,2,8,146,29,0,1,1
2,1,3,6,286,29,0,1,1
1,1,1,4,84,29,0,1,1
1,0,2,6,54,29,0,1,1
0,0,3,9,104,18,0,2,1
2,2,1,4,248,18,0,2,1
0,1,0,4,268,18,0,2,1
1,2,3,10,127,18,0,2,1
1,0,0,3,292,18,0,2,1
2,1,4,7,261,18,0,2,1
0,0,3,7,32,18,0,2,1
0,1,0,5,262,18,0,2,1
1,3,1,8,171,31,1,0,1
0,3,4,10,135,31,1,0,1
2,1,2,3,57,31,1,0,1
0,1,0,6,25,31,1,0,1
2,3,0,5,110,31,1,0,1
2,1,2,6,77,31,1,0,1
2,1,4,5,110,31,1,0,1
0,3,0,9,257,31,1,0,1
2,1,1,6,226,31,1,0,1
2,2,3,7,87,31,1,0,1
1,3,3,5,280,31,1,0,1
1,0,4,4,293,31,1,0,1
0,1,4,10,227,31,1,0,1
1,3,1,8,203,31,1,0,1
2,3,2,3,184,31,1,0,1
2,2,4,4,55,42,1,0,2
0,1,2,3,216,42,1,0,2
0,0,0,8,130,42,1,0,2
0,3,1,7,187,42,1,0,2
0,0,0,6,247,42,1,0,2
1,0,2,8,297,42,1,0,2
0,0,3,9,137,42,1,0,2
1,2,1,7,108,42,1,0,2
1,2,4,9,50,42,1,0,2
1,1,0,7,208,42,1,0,2
2,3,2,8,237,42,1,0,2
1,2,0,4,235,42,1,0,2
2,0,2,6,102,42,1,0,2
1,3,4,10,119,42,1,0,2
2,2,1,8,192,59,0,2,1
1,3,4,8,55,59,0,2,1
0,1,4,7,55,59,0,2,1
0,0,1,5,169,59,0,2,1
1,3,4,5,257,59,0,2,1
0,2,2,10,105,40,1,1,1
2,0,3,9,60,40,1,1,1
1,0,2,3,39,40,1,1,1
0,1,2,10,147,40,1,1,1
0,1,1,10,289,40,1,1,1
2,1,2,9,261,40,1,1,1
2,1,3,3,220,40,1,1,1
1,1,3,4,55,40,1,1,1
1,3,4,3,192,40,1,1,1
0,3,2,8,208,49,1,0,1
2,3,3,8,159,49,1,0,1
0,0,4,10,278,49,1,0,1
2,2,0,9,188,49,1,0,1
2,1,0,3,133,49,1,0,1
0,2,1,7,109,49,1,0,1
1,2,3,9,133,49,1,0,1
2,3,2,9,256,49,1,0,1
2,3,0,8,31,49,1,0,1
2,2,0,6,270,49,1,0,1
2,1,2,5,232,49,1,0,1
1,2,4,4,180,46,1,0,1
1,1,0,5,74,46,1,0,1
1,1,2,3,226,46,1,0,1
0,1,3,9,130,46,1,0,1
2,0,1,8,173,46,1,0,1
0,0,0,6,234,46,1,0,1
0,3,2,7,60,46,1,0,1
0,2,3,3,156,66,0,0,1
0,2,3,8,215,66,0,0,1
2,0,2,4,275,66,0,0,1
0,2,0,7,29,66,0,0,1
0,2,4,4,68,66,0,0,1
1,2,2,8,94,46,1,1,1
2,1,2,10,159,46,1,1,1
0,3,4,4,40,46,1,1,1
2,1,2,10,197,46,1,1,1
2,1,0,4,203,46,1,1,1
2,1,3,6,213,46,1,1,1
2,2,3,7,265,46,1,1,1
1,1,0,7,41,46,1,1,1
0,2,4,8,242,46,1,1,1
1,1,4,7,69,46,1,1,1
0,2,3,9,294,46,1,1,1
1,0,0,5,37,46,1,1,1
1,2,0,4,49,46,1,1,1
1,3,1,10,208,46,1,1,1
1,0,3,7,100,46,1,1,1
0,3,0,6,104,39,0,1,1
0,2,2,8,142,39,0,1,1
1,0,3,3,128,39,0,1,1
2,2,1,4,200,39,0,1,1
0,3,2,7,110,39,0,1,1
1,0,0,6,36,39,0,1,1
0,3,4,9,277,39,0,1,1
1,1,1,4,258,39,0,1,1
2,0,3,5,138,39,0,1,1
2,1,4,8,111,39,0,1,1
0,0,2,3,196,44,0,1,2
1,0,3,9,185,44,0,1,2
0,3,3,6,214,44,0,1,2
1,1,3,8,79,44,0,1,2
1,2,1,6,187,44,0,1,2
1,2,2,9,101,45,1,1,1
1,2,4,10,152,45,1,1,1
1,0,4,10,86,45,1,1,1
0,1,2,10,41,45,1,1,1
0,0,1,6,161,45,1,1,1
0,0,1,8,185,45,1,1,1
2,3,4,3,51,45,1,1,1
2,1,0,9,200,45,1,1,1
2,2,1,7,222,45,1,1,1
0,3,3,5,184,45,1,1,1
2,1,0,9,213,45,1,1,1
1,2,0,9,32,45,1,1,1
1,3,3,5,237,45,1,1,1
1,3,3,7,210,45,1,1,1
2,3,1,4,248,70,1,0,3
0,2,2,9,275,70,1,0,3
2,0,0,5,205,70,1,0,3
2,1,2,8,178,70,1,0,3
1,2,2,9,288,70,1,0,3
0,0,3,7,160,70,1,0,3
2,2,1,6,236,70,1,0,3
0,0,3,8,82,70,1,0,3
0,3,2,8,199,70,1,0,3
2,0,4,9,287,70,1,0,3
2,2,1,8,295,57,0,1,1
1,0,2,10,91,57,0,1,1
2,2,3,7,45,57,0,1,1
0,3,2,4,279,57,0,1,1
2,1,4,10,193,57,0,1,1
1,1,3,7,274,59,0,2,1
1,0,1,6,26,59,0,2,1
2,3,3,8,269,59,0,2,1
2,2,4,10,136,59,0,2,1
2,3,1,5,250,59,0,2,1
0,1,0,10,64,59,0,2,1
0,1,2,7,31,59,0,2,1
0,0,4,9,262,59,0,2,1
2,0,3,6,165,59,0,2,1
0,0,4,6,89,59,0,2,1
2,1,1,3,170,59,0,2,1
0,2,0,7,282,59,0,2,1
1,2,0,9,45,59,0,2,1
1,1,0,7,140,59,0,2,1
1,3,3,3,152,25,1,1,3
2,3,4,5,290,25,1,1,3
0,3,4,8,156,25,1,1,3
0,2,2,4,293,25,1,1,3
0,3,2,3,196,25,1,1,3
0,3,0,7,268,61,1,1,3
2,0,0,10,223,61,1,1,3
0,0,4,7,295,61,1,1,3
0,0,2,10,177,61,1,1,3
2,0,1,7,105,61,1,1,3
2,0,2,9,126,61,1,1,3
0,2,3,6,241,61,1,1,3
2,2,4,5,95,61,1,1,3
0,3,2,7,154,61,1,1,3
0,3,1,8,285,61,1,1,3
2,2,1,8,253,61,1,1,3
2,3,3,4,239,61,1,1,3
2,3,1,9,120,61,1,1,3
0,0,0,7,269,66,1,1,3
2,2,2,7,94,66,1,1,3
1,3,0,8,251,66,1,1,3
1,1,0,3,283,66,1,1,3
2,1,4,4,263,66,1,1,3
0,3,2,8,297,66,1,1,3
2,1,3,5,243,66,1,1,3
0,1,1,4,230,66,1,1,3
1,0,3,8,30,66,1,1,3
1,1,4,3,110,66,1,1,3
0,0,4,5,265,66,1,1,3
2,0,2,8,112,66,1,1,3
2,2,3,10,277,66,1,1,3
2,3,2,9,117,66,1,1,3
2,3,2,9,256,66,1,1,3
0,3,4,7,139,57,0,0,1
0,3,3,3,58,57,0,0,1
2,2,4,9,184,57,0,0,1
2,1,1,5,233,57,0,0,1
1,3,2,8,98,57,0,0,1
0,1,0,6,120,57,0,0,1
0,2,0,10,246,57,0,0,1
1,3,4,5,141,57,0,0,1
2,2,3,7,251,57,0,0,1
2,3,4,9,215,49,0,2,2
0,1,0,10,280,49,0,2,2
2,0,4,9,30,49,0,2,2
2,3,1,8,140,49,0,2,2
0,3,1,7,117,49,0,2,2
1,1,2,10,195,22,1,0,1
2,2,2,5,255,22,1,0,1
2,1,0,5,297,22,1,0,1
0,0,3,5,138,22,1,0,1
0,2,4,7,292,22,1,0,1
0,3,0,3,267,28,1,2,1
1,2,1,7,52,28,1,2,1
2,3,4,7,295,28,1,2,1
1,2,3,10,249,28,1,2,1
2,0,4,7,138,28,1,2,1
2,1,1,8,222,28,1,2,1
1,0,0,3,133,28,1,2,1
1,3,2,4,86,28,1,2,1
1,2,0,6,41,28,1,2,1
0,3,2,5,49,28,1,2,1
2,1,1,7,51,28,1,2,1
0,0,1,10,63,49,1,0,2
2,3,2,10,208,49,1,0,2
2,0,2,5,139,49,1,0,2
1,0,4,7,186,49,1,0,2
0,0,0,5,91,49,1,0,2
1,0,2,5,287,49,1,0,2
1,0,0,8,113,49,1,0,2
1,3,1,8,44,49,1,0,2
0,0,0,7,129,49,1,0,2
2,1,3,5,254,49,1,0,2
0,0,2,9,240,49,1,0,2
0,3,1,10,252,49,1,0,2
1,3,4,7,180,49,1,0,2
0,1,4,7,113,49,1,0,2
0,2,0,5,136,51,0,2,2
0,3,0,4,27,51,0,2,2
2,2,1,10,82,51,0,2,2
2,1,1,9,99,51,0,2,2
0,3,4,9,219,51,0,2,2
2,0,2,6,294,54,0,0,1
1,2,2,3,214,54,0,0,1
1,1,4,5,98,54,0,0,1
0,1,4,5,27,54,0,0,1
0,0,4,6,209,54,0,0,1
1,0,4,10,228,54,0,0,1
1,1,4,4,247,54,0,0,1
1,0,0,9,117,54,0,0,1
1,0,2,5,31,54,0,0,1
2,2,1,10,167,54,0,0,1
2,3,2,7,78,54,0,0,1
2,1,1,8,38,54,0,0,1
0,2,1,3,298,54,0,0,1
0,2,0,5,45,54,0,0,1
2,0,3,3,117,60,0,0,1
0,0,2,7,28,60,0,0,1
1,3,0,3,90,60,0,0,1
0,3,4,6,125,60,0,0,1
2,3,0,4,146,60,0,0,1
1,2,4,10,129,60,0,0,1
1,0,2,4,179,60,0,0,1
2,0,2,10,132,60,0,0,1
2,0,1,5,32,60,0,0,1
1,0,0,4,251,60,0,0,1
2,2,4,5,91,31,0,2,1
2,0,2,6,20,31,0,2,1
1,0,3,8,122,31,0,2,1
1,3,0,8,169,31,0,2,1
0,0,0,9,188,31,0,2,1
2,1,3,4,32,31,0,2,1
2,2,1,3,125,31,0,2,1
0,0,3,3,288,31,0,2,1
1,1,2,7,297,31,0,2,1
2,2,1,8,239,31,0,2,1
2,2,1,3,51,31,0,2,1
0,2,1,5,249,50,1,2,1
2,2,3,6,251,50,1,2,1
0,1,0,9,105,50,1,2,1
1,0,3,5,296,50,1,2,1
0,3,1,9,83,50,1,2,1
1,0,3,8,136,50,1,2,1
0,0,4,7,48,23,1,2,1
0,2,3,3,148,23,1,2,1
2,0,0,10,117,23,1,2,1
2,1,2,6,297,23,1,2,1
0,2,2,9,185,23,1,2,1
0,3,3,8,235,23,1,2,1
0,2,2,5,30,23,1,2,1
2,0,1,8,60,23,1,2,1
2,2,2,9,40,23,1,2,1
0,0,0,5,267,23,1,2,1
1,0,2,9,116,23,1,2,1
2,2,3,8,114,23,1,2,1
2,1,4,3,161,23,1,2,1
1,2,4,8,266,52,0,2,1
1,2,2,9,208,52,0,2,1
2,0,1,7,123,52,0,2,1
0,3,4,8,87,52,0,2,1
1,1,3,7,221,52,0,2,1
0,2,3,3,111,52,0,2,1
0,0,4,5,70,52,0,2,1
1,2,2,4,109,52,0,2,1
2,3,1,7,183,52,0,2,1
0,2,4,8,26,52,0,2,1
2,1,0,7,62,52,0,2,1
2,3,1,6,44,52,0,2,1
2,3,0,8,200,52,0,2,1
0,1,3,8,111,43,1,1,1
1,2,0,3,136,43,1,1,1
0,0,4,6,86,43,1,1,1
0,3,0,8,131,43,1,1,1
0,3,1,8,57,43,1,1,1
1,0,0,7,102,43,1,1,1
1,2,2,5,227,43,1,1,1
1,3,4,3,107,43,1,1,1
1,2,1,6,98,43,1,1,1
2,2,1,6,148,43,1,1,1
1,1,0,5,268,43,1,1,1
0,2,4,9,97,43,1,1,1
2,1,3,6,200,43,1,1,1
2,1,1,4,245,43,1,1,1
1,3,3,4,123,48,0,2,1
1,3,3,5,121,48,0,2,1
2,2,2,10,105,48,0,2,1
0,0,0,5,119,48,0,2,1
1,1,0,10,155,48,0,2,1
2,2,4,3,224,48,0,2,1
2,3,3,5,124,48,0,2,1
2,1,1,9,269,45,0,1,2
0,2,4,10,61,45,0,1,2
2,1,3,9,51,45,0,1,2
2,2,0,7,229,45,0,1,2
0,1,3,8,155,45,0,1,2
2,1,3,5,259,45,0,1,2
0,3,2,9,250,45,0,1,2
0,3,4,8,73,45,0,1,2
1,2,4,4,70,40,0,2,1
2,2,1,3,32,40,0,2,1
2,2,3,7,271,40,0,2,1
1,3,4,4,131,40,0,2,1
1,0,0,9,154,40,0,2,1
1,2,0,8,61,40,0,2,1
2,3,3,5,151,49,0,1,1
0,1,4,9,40,49,0,1,1
1,0,2,3,55,49,0,1,1
2,1,3,9,221,49,0,1,1
1,2,2,8,249,49,0,1,1
0,1,3,9,184,49,0,0,2
1,1,0,10,256,49,0,0,2
0,1,2,6,67,49,0,0,2
2,3,4,10,199,49,0,0,2
2,3,4,3,193,49,0,0,2
0,2,4,3,289,43,0,1,2
0,3,2,3,233,43,0,1,2
1,0,0,7,159,43,0,1,2
1,2,1,9,270,43,0,1,2
2,2,3,9,33,43,0,1,2
1,1,2,9,288,43,0,1,2
1,2,3,3,173,43,0,1,2
2,3,1,4,38,43,0,1,2
2,1,1,5,231,43,0,1,2
0,1,2,4,124,43,0,1,2
2,3,1,9,255,53,1,1,2
1,0,1,10,101,53,1,1,2
1,2,2,3,69,53,1,1,2
1,1,4,8,199,53,1,1,2
2,3,3,5,206,53,1,1,2
0,0,4,4,83,53,1,1,2
0,0,2,6,191,53,1,1,2
1,3,3,4,269,53,1,1,2
1,1,3,6,112,53,1,1,2
2,1,3,10,118,53,1,1,2
2,1,2,7,294,53,1,1,2
1,0,1,8,232,53,1,1,2
1,1,4,6,158,53,1,1,2
1,3,3,6,254,53,1,1,2
0,1,2,8,203,29,0,2,1
1,0,2,10,99,29,0,2,1
1,0,3,9,177,29,0,2,1
2,2,4,10,282,29,0,2,1
1,0,1,9,231,29,0,2,1
1,1,1,5,116,29,0,2,1
0,1,3,5,129,29,0,2,1
0,0,3,9,239,23,0,1,3
0,2,4,4,95,23,0,1,3
2,1,2,4,268,23,0,1,3
2,3,3,8,279,23,0,1,3
2,2,4,3,289,23,0,1,3
2,3,3,4,221,23,0,1,3
1,1,3,5,183,23,0,1,3
0,0,1,6,67,23,0,1,3
1,0,3,3,211,23,0,1,3
0,2,2,9,258,41,0,0,2
0,0,3,4,240,41,0,0,2
0,3,1,7,273,41,0,0,2
1,0,0,7,293,41,0,0,2
2,2,4,7,249,41,0,0,2
0,2,0,9,32,41,0,0,2
0,3,2,9,261,41,0,0,2
2,0,1,8,161,53,1,2,3
0,2,1,5,254,53,1,2,3
0,3,4,7,274,53,1,2,3
2,3,4,5,97,53,1,2,3
1,0,4,5,207,53,1,2,3
1,1,3,4,167,53,1,2,3
0,0,1,4,287,19,0,0,1
1,1,1,7,226,19,0,0,1
1,0,2,6,199,19,0,0,1
1,3,2,4,226,19,0,0,1
2,1,1,8,64,19,0,0,1
0,1,1,8,147,19,0,0,1
0,0,4,3,111,19,0,0,1
1,1,2,8,188,19,0,0,1
0,1,0,8,139,19,0,0,1
2,1,3,9,129,19,0,0,1
2,3,0,9,221,19,0,0,1
0,2,2,9,282,19,0,0,1
0,1,4,10,256,19,0,0,1
1,2,2,9,142,19,0,0,1
2,0,1,10,51,38,0,0,1
0,0,2,8,84,38,0,0,1
0,0,3,6,200,38,0,0,1
0,3,3,8,139,38,0,0,1
1,3,4,3,24,38,0,0,1
2,2,1,6,190,40,0,0,2
1,0,0,4,76,40,0,0,2
1,3,0,6,30,40,0,0,2
0,2,1,9,76,40,0,0,2
2,3,2,10,66,40,0,0,2
1,1,1,6,202,40,0,0,2
1,3,3,6,58,40,0,0,2
0,3,3,3,42,40,0,0,2
1,0,0,8,219,40,0,0,2
2,2,1,10,190,40,0,0,2
0,1,4,5,259,40,0,0,2
0,2,1,8,232,57,1,1,1
2,2,2,5,215,57,1,1,1
2,1,4,8,112,57,1,1,1
2,3,4,7,299,57,1,1,1
2,1,0,3,128,57,1,1,1
2,3,4,8,32,44,0,0,3
1,0,3,8,241,44,0,0,3
2,3,4,5,219,44,0,0,3
2,1,2,9,297,44,0,0,3
0,1,0,3,41,44,0,0,3
1,2,4,7,30,44,0,0,3
0,0,2,5,186,44,0,0,3
0,3,1,3,267,44,0,0,3
2,3,2,4,143,44,0,0,3
2,1,4,6,167,44,0,0,3
1,1,4,8,40,44,0,0,3
0,2,4,8,69,54,1,2,1
1,0,4,10,62,54,1,2,1
2,3,0,5,203,54,1,2,1
0,0,1,10,39,54,1,2,1
2,2,3,8,60,54,1,2,1
2,0,3,5,291,54,1,2,1
1,2,4,3,165,54,1,2,1
0,3,2,7,114,54,1,2,1
2,1,0,10,275,54,1,2,1
1,3,1,5,202,54,1,2,1
2,3,2,7,148,68,0,2,1
1,1,2,4,296,68,0,2,1
2,0,0,8,244,68,0,2,1
1,3,3,8,274,68,0,2,1
0,0,4,10,223,68,0,2,1
0,1,1,3,59,68,0,2,1
0,3,1,8,39,68,0,2,1
0,2,2,10,48,68,0,2,1
2,1,2,9,289,68,0,2,1
2,1,0,5,50,68,0,2,1
2,0,3,5,96,68,0,2,1
0,1,3,3,292,28,1,2,1
2,1,3,3,122,28,1,2,1
0,0,0,8,292,28,1,2,1
2,0,3,9,228,28,1,2,1
2,2,2,8,41,28,1,2,1
0,2,1,7,186,28,1,2,1
1,3,2,5,99,28,1,2,1
2,1,0,7,200,28,1,2,1
1,0,1,8,46,28,1,2,1
0,2,3,10,70,28,1,2,1
1,3,0,3,127,28,1,2,1
1,1,2,5,103,28,1,2,1
2,3,2,9,152,57,0,0,1
1,3,0,8,211,57,0,0,1
2,0,4,6,223,57,0,0,1
2,0,1,9,212,57,0,0,1
2,3,1,6,290,57,0,0,1
2,2,3,5,129,57,0,0,1
1,2,3,8,79,57,0,0,1
1,3,1,3,93,57,0,0,1
2,0,1,9,83,57,0,0,1
2,2,1,5,164,57,0,0,1
2,1,3,7,294,57,0,0,1
1,3,0,7,63,57,0,0,1
0,1,3,10,172,42,0,1,2
0,3,2,7,248,42,0,1,2
1,2,3,4,162,42,0,1,2
1,2,4,6,259,42,0,1,2
0,0,2,5,129,42,0,1,2
1,2,2,10,190,42,0,1,2
1,0,4,7,194,42,0,1,2
1,3,0,5,160,42,0,1,2
1,2,3,5,91,42,0,1,2
1,3,0,3,103,42,0,1,2
1,0,1,5,277,42,0,1,2
1,1,2,6,210,42,0,1,2
0,2,4,3,79,42,0,1,2
0,0,4,6,173,36,1,0,2
2,1,0,7,229,36,1,0,2
1,0,4,6,262,36,1,0,2
0,0,3,8,225,36,1,0,2
2,0,2,10,55,36,1,0,2
1,1,3,6,271,36,1,0,2
2,3,2,7,59,36,1,0,2
2,3,0,9,281,52,0,2,1
1,0,1,9,296,52,0,2,1
0,2,3,8,78,52,0,2,1
2,0,4,8,114,52,0,2,1
2,1,4,5,30,52,0,2,1
2,0,3,4,169,52,0,2,1
2,0,4,9,157,52,0,2,1
2,1,4,10,207,52,0,2,1
1,0,4,3,148,52,0,2,1
2,0,2,4,260,52,0,2,1
2,0,3,10,166,52,0,2,1
2,1,4,7,105,52,0,2,1
1,2,3,9,272,52,0,2,1
0,3,2,10,239,52,0,2,1
0,1,1,6,71,52,0,2,1
0,0,3,7,189,54,1,1,1
2,0,0,8,251,54,1,1,1
0,3,0,8,183,54,1,1,1
0,3,2,4,209,54,1,1,1
0,0,2,5,223,54,1,1,1
2,3,3,4,50,54,1,1,1
0,3,3,8,213,54,1,1,1
0,0,4,8,42,54,1,1,1
0,0,0,4,134,54,1,1,1
1,0,4,10,214,54,1,1,1
0,3,2,4,87,54,1,1,1
1,1,2,5,293,66,0,1,1
0,1,4,7,291,66,0,1,1
2,3,1,3,142,66,0,1,1
1,2,0,4,201,66,0,1,1
1,1,3,7,77,66,0,1,1
1,0,4,3,77,66,0,1,1
0,2,4,6,87,66,0,1,1
2,0,0,5,155,66,0,1,1
0,3,0,4,165,66,0,1,1
2,1,0,10,227,66,0,1,1
1,0,1,8,178,66,0,1,1
0,1,1,3,298,66,0,1,1
1,1,2,10,94,23,1,0,1
0,1,4,10,95,23,1,0,1
2,2,4,7,142,23,1,0,1
1,2,3,9,167,23,1,0,1
1,1,0,8,87,23,1,0,1
2,1,2,4,296,23,1,0,1
1,3,2,3,78,23,1,0,1
1,1,0,6,286,23,1,0,1
1,0,4,7,216,23,1,0,1
1,3,2,7,56,23,1,0,1
2,0,1,10,137,23,1,0,1
2,2,2,4,198,23,1,0,1
0,1,4,10,37,23,1,0,1
0,1,2,5,31,23,1,0,1
0,3,4,6,76,49,0,0,1
2,1,0,5,215,49,0,0,1
1,1,3,3,278,49,0,0,1
1,1,4,8,114,49,0,0,1
1,2,4,3,156,49,0,0,1
2,1,2,8,28,49,0,0,1
1,0,4,6,146,49,0,0,1
0,3,2,10,149,25,1,0,3
1,2,1,4,197,25,1,0,3
2,0,3,6,252,25,1,0,3
2,0,4,7,256,25,1,0,3
0,0,4,10,292,25,1,0,3
1,1,0,9,132,33,1,2,2
2,1,0,4,196,33,1,2,2
1,0,1,6,247,33,1,2,2
0,2,2,3,84,33,1,2,2
1,2,3,5,148,33,1,2,2
0,0,1,5,247,33,1,2,2
2,1,0,8,93,33,1,2,2
2,2,0,4,219,33,1,2,2
0,2,1,5,117,70,1,2,1
1,2,2,8,200,70,1,2,1
2,2,3,7,233,70,1,2,1
2,1,2,8,174,70,1,2,1
0,1,2,3,234,70,1,2,1
2,1,3,7,39,24,0,2,1
2,2,0,5,87,24,0,2,1
1,3,4,6,300,24,0,2,1
1,1,4,3,249,24,0,2,1
1,1,3,3,230,24,0,2,1
1,3,0,6,83,24,0,2,1
0,3,4,8,104,24,0,2,1
0,1,4,9,203,24,0,2,1
1,3,1,7,29,24,0,2,1
2,0,2,4,164,24,0,2,1
0,1,3,4,230,24,0,2,1
0,3,0,6,193,69,1,0,1
0,1,3,7,250,69,1,0,1
0,3,4,3,64,69,1,0,1
1,1,3,6,283,69,1,0,1
0,2,3,6,253,69,1,0,1
1,2,4,7,167,69,1,0,1
2,0,2,4,115,69,1,0,1
1,0,3,5,173,69,1,0,1
1,2,4,6,176,69,1,0,1
1,2,4,3,72,69,1,0,1
2,3,1,10,72,69,1,0,1
1,3,0,6,121,69,1,0,1
2,1,0,4,108,67,1,0,1
1,0,3,4,185,67,1,0,1
0,0,3,6,300,67,1,0,1
0,2,4,8,119,67,1,0,1
2,0,3,8,122,67,1,0,1
2,0,4,8,94,67,1,0,1
2,1,4,5,130,67,1,0,1
2,2,0,6,262,67,1,0,1
2,3,4,5,77,67,1,0,1
0,2,1,3,165,51,0,1,1
2,3,1,10,107,51,0,1,1
1,3,3,6,201,51,0,1,1
2,1,3,7,129,51,0,1,1
2,2,3,3,295,51,0,1,1
1,0,0,7,155,51,0,1,1
2,3,4,5,242,51,0,1,1
2,1,1,3,190,38,0,2,2
0,1,1,10,141,38,0,2,2
0,0,1,8,261,38,0,2,2
2,1,4,5,153,38,0,2,2
2,0,4,4,256,38,0,2,2
1,0,3,8,246,38,0,2,2
2,0,4,3,51,38,0,2,2
2,2,1,6,102,38,0,2,2
1,2,3,10,179,38,0,2,2
1,3,4,7,255,38,0,2,2
0,3,4,3,270,52,1,0,1
2,0,0,10,272,52,1,0,1
2,2,1,6,154,52,1,0,1
1,3,0,4,250,52,1,0,1
0,2,3,10,258,52,1,0,1
0,2,2,5,231,52,1,0,1
1,3,4,7,206,52,1,0,1
0,2,2,9,191,52,1,0,1
2,1,4,9,20,52,1,0,1
1,0,4,7,66,52,1,0,1
2,2,3,7,104,52,1,0,1
1,1,3,8,33,23,1,0,1
1,0,0,5,237,23,1,0,1
2,0,2,6,115,23,1,0,1
1,3,2,8,83,23,1,0,1
1,1,1,3,37,23,1,0,1
1,3,1,9,25,23,1,0,1
1,0,1,9,79,23,1,0,1
1,3,2,5,274,23,1,0,1
1,1,1,7,299,23,1,0,1
0,3,2,8,116,23,1,0,1
2,3,4,9,56,23,1,0,1
0,3,0,8,170,23,1,0,1
2,1,2,6,122,23,1,0,1
0,1,0,9,215,36,0,2,3
0,1,3,6,55,36,0,2,3
1,0,3,3,100,36,0,2,3
2,0,3,3,228,36,0,2,3
0,0,0,10,36,36,0,2,3
0,0,3,5,265,36,0,2,3
0,2,0,5,110,36,0,2,3
0,0,3,8,234,36,0,2,3
2,1,1,4,67,36,0,2,3
0,1,4,5,144,36,0,2,3
2,1,1,8,109,36,0,2,3
1,1,2,6,154,36,0,2,3
1,0,1,4,299,36,0,2,3
2,3,0,7,296,36,0,2,3
2,1,4,4,75,60,0,0,1
2,1,0,7,56,60,0,0,1
1,0,2,9,143,60,0,0,1
1,3,3,3,162,60,0,0,1
0,2,0,8,176,60,0,0,1
1,1,4,9,224,60,0,0,1
2,0,1,5,34,60,0,0,1
